ilkid,firstname,lastname,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
MUELLER01 ,Erwin,Mueller,17,334,71,0,0,68,27,0,0,0,39,85,28,28,15,0,0
MULLICH01 ,Chris,Mullin,71,2057,982,191,46,237,148,74,45,136,145,740,366,213,183,164,67
MULLIJE01 ,Jeff,Mullins,83,2255,1084,0,0,304,259,0,0,0,217,1030,462,213,160,0,0
MURDOER01 ,Eric,Murdock,8,136,55,20,3,23,16,8,1,7,12,37,14,30,25,10,2
MURESGH01 ,Gheorghe,Muresan,3,70,15,16,2,18,0,0,4,11,6,9,4,8,7,0,0
MURPHCA01 ,Calvin,Murphy,51,1660,945,24,13,78,213,46,1,62,197,817,388,177,165,14,4
MURRAKE01 ,Ken,Murray,6,15,40,0,0,14,10,0,0,0,13,58,17,7,6,0,0
MURRALA01 ,Lamond,Murray,3,65,21,9,2,11,3,2,3,4,7,20,6,7,7,8,2
MURRARO01 ,Ronald,Murray,4,62,12,4,2,6,5,0,2,2,8,19,4,7,4,2,0
MURRATR01 ,Tracy,Murray,7,103,63,6,6,12,3,6,2,2,14,39,21,17,16,13,5
MURREDO01 ,Dorie,Murrey,17,93,33,0,0,33,1,0,0,0,6,27,13,11,7,0,0
MURREWI01 ,Willie,Murrell,24,689,316,0,0,159,29,0,0,0,62,278,130,69,56,0,0
MUSTAJE01 ,Jerrod,Mustaf,10,32,18,4,3,7,0,0,2,1,2,10,7,5,4,0,0
MUTOMDI01 ,Dikembe,Mutombo,86,2934,886,623,280,903,75,38,235,148,239,570,292,428,302,1,0
MYERSPE01 ,Pete,Myers,24,329,87,15,17,32,37,12,6,21,33,71,34,33,18,6,1
NACHBBO01 ,Bostjan,Nachbar,5,41,14,5,1,6,2,1,0,2,9,9,4,5,5,3,1
NAILOLE01 ,Lee,Nailon,9,160,69,14,10,24,6,3,0,7,17,59,27,19,15,1,0
NAJERED01 ,Eduardo,Najera,41,630,186,64,57,121,21,21,7,22,96,139,69,58,45,4,3
NANCELA01 ,Larry,Nance,68,2428,1070,351,184,535,160,59,144,106,220,813,440,256,190,1,0
NASHBO01  ,Bob,Nash,5,64,24,0,0,11,0,0,4,0,10,27,8,10,8,0,0
NASHST01  ,Steve,Nash,66,2295,1067,197,46,243,502,48,6,193,147,849,388,211,189,239,102
NATERSW01 ,Swen,Nater,13,445,193,0,0,181,21,0,0,0,39,169,87,35,19,0,0
NATERSW01 ,Swen,Nater,17,146,58,24,16,40,1,1,2,8,27,38,19,26,20,0,0
NATTCA01  ,Calvin,Natt,45,1504,826,229,97,326,109,27,12,91,100,636,320,250,184,9,2
NAULLWI01 ,Willie,Naulls,35,485,248,0,0,134,21,0,0,0,92,267,99,67,50,0,0
NEALLL01  ,Lloyd,Neal,22,253,92,0,0,81,19,0,4,0,39,84,37,27,18,0,0
NEALYED01 ,Ed,Nealy,33,376,84,63,28,91,15,14,1,10,66,68,30,27,19,15,5
NELSOBA01 ,Barry,Nelson,2,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
NELSODO01 ,Don,Nelson,150,3209,1577,0,0,719,210,0,0,0,399,1175,585,498,407,0,0
NELSORO01 ,Ron,Nelson,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NESTERA01 ,Radoslav,Nesterovic,45,840,188,102,61,163,31,10,30,29,125,194,88,29,12,1,0
NEUMAJO01 ,Johnny,Neumann,23,285,158,0,0,36,22,0,0,0,41,168,67,27,24,0,0
NEUMAJO01 ,Johnny,Neumann,6,68,24,0,0,2,9,0,0,0,14,29,11,4,2,0,0
NEUMAPA01 ,Paul,Neumann,29,608,217,0,0,61,82,0,0,0,87,194,76,85,65,0,0
NEVITCH01 ,Chuck,Nevitt,16,55,16,10,6,16,1,4,9,6,13,16,5,10,6,0,0
NEWBIIV01 ,Ivano,Newbill,3,5,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0
NEWLIMI01 ,Mike,Newlin,22,682,325,0,0,73,103,1,1,0,72,270,135,65,55,0,0
NEWMADA01 ,Dave,Newmark,6,42,34,0,0,12,2,0,0,0,8,33,15,4,4,0,0
NEWMAJO01 ,Johnny,Newman,39,851,421,40,41,81,56,35,8,59,119,335,151,137,105,62,14
NEWTOBI01 ,Bill,Newton,4,7,4,0,0,5,0,0,0,0,3,5,2,0,0,0,0
NICHOJA01 ,Jack,Nichols,40,807,361,0,0,209,90,0,0,0,120,362,138,110,85,0,0
NIEMARI01 ,Rich,Niemann,5,53,17,0,0,12,0,0,0,0,0,18,7,3,3,0,0
NIEMIJO01 ,John,Niemiera,8,0,28,0,0,0,8,0,0,0,10,27,11,8,6,0,0
NILESMI01 ,Mike,Niles,2,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
NIMPHKU01 ,Kurt,Nimphius,25,306,70,47,34,81,18,2,19,14,52,65,26,23,18,0,0
NIXONNO01 ,Norm,Nixon,58,2287,1027,118,40,195,465,89,8,122,201,921,440,186,142,15,5
NOBLECH01 ,Chuck,Noble,29,591,186,0,0,63,86,0,0,0,71,244,79,36,28,0,0
NOCIOAN01 ,Andres,Nocioni,6,203,77,41,8,49,14,1,6,11,20,67,27,23,17,17,6
NOELPA01  ,Paul,Noel,14,0,22,0,0,9,2,0,0,0,19,25,8,10,6,0,0
NORDMRO01 ,Robert,Nordmann,2,5,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
NORMACO01 ,Connie,Norman,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NORMAKE01 ,Ken,Norman,13,390,143,64,35,99,30,8,4,10,39,138,59,46,21,18,4
NORRIAU01 ,Audie,Norris,20,214,79,40,31,71,12,7,8,18,43,55,32,32,15,0,0
NORRIMO01 ,Moochie,Norris,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NORWOWI01 ,Willie,Norwood,14,290,92,0,0,45,13,0,1,0,43,81,38,23,16,0,0
NOWITDI01 ,Dirk,Nowitzki,53,2241,1332,488,84,572,119,73,64,115,174,996,440,434,379,180,73
NUTTDE01  ,Dennis,Nutt,1,10,2,1,1,2,1,0,0,1,0,5,1,0,0,2,0
NWOSUJU01 ,Julius,Nwosu,2,7,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0
OAKLECH01 ,Charles,Oakley,144,5108,1550,926,519,1445,283,178,42,308,503,1272,584,486,367,41,15
OBANCH01  ,Charles,O'bannon,4,9,4,0,1,1,1,0,0,3,0,3,2,0,0,0,0
ODOMLA01  ,Lamar,Odom,13,511,219,76,32,108,37,14,10,42,58,182,81,72,49,26,8
OGDENCA01 ,Carlos,Ogden,2,16,12,0,0,3,6,0,0,0,1,11,5,4,2,0,0
OGDENRA01 ,Ralph,Ogden,2,15,6,0,0,4,1,0,0,0,0,5,1,4,4,0,0
OGGAL01   ,Alan,Ogg,3,15,3,1,0,1,0,1,3,0,3,3,1,2,1,0,0
OHLDO01   ,Don,Ohl,39,1165,631,0,0,134,105,0,0,0,132,578,249,179,133,0,0
OKEEDI01  ,Dick,O'keefe,2,0,15,0,0,0,5,0,0,0,10,13,4,8,7,0,0
OKORMI01  ,Mike,O'koren,20,333,74,40,21,61,33,6,5,20,59,91,34,10,6,3,0
OKURME01  ,Mehmet,Okur,39,575,176,91,40,131,21,17,21,29,59,146,66,58,35,18,9
OLAJUHA01 ,Hakeem,Olajuwon,145,5749,3755,1150,471,1621,458,245,472,424,562,2847,1504,1034,743,18,4
OLBERMA01 ,Mark,Olberding,7,73,13,0,0,22,3,0,0,0,15,15,5,6,3,0,0
OLBERMA01 ,Mark,Olberding,47,1366,521,105,44,255,131,35,19,58,183,435,204,144,112,4,1
OLDHAJA01 ,Jawann,Oldham,5,95,14,15,9,24,3,6,7,12,19,16,7,0,0,0,0
OLDHAJO01 ,Johnny,Oldham,3,0,17,0,0,5,5,0,0,0,13,16,6,10,5,0,0
OLIVEBR01 ,Brian,Oliver,4,15,6,0,0,0,1,1,0,0,4,6,2,2,2,0,0
OLLIEKE01 ,Kevin,Ollie,38,306,82,24,2,26,58,5,0,16,23,65,27,29,27,2,1
OLOWOMI01 ,Michael,Olowokandi,15,224,31,36,16,52,2,2,11,17,50,37,12,8,7,1,0
OLSENEN01 ,Enoch,Olsen,12,211,37,0,0,61,0,0,0,0,0,43,18,7,1,0,0
OLSENEN01 ,Enoch,Olsen,15,84,46,0,0,32,6,0,0,0,16,45,21,12,4,0,0
ONEAJE01  ,Jermaine,O'neal,64,1800,803,366,103,469,66,22,115,106,181,716,293,304,217,14,0
ONEASH01  ,Shaquille,O'neal,171,6814,4546,1401,741,2142,517,97,393,517,604,3132,1759,1995,1028,0,0
ORMSBA01  ,Barry,Orms,3,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
ORRLO01   ,Louis,Orr,22,393,144,46,37,83,13,14,6,24,46,143,56,38,32,0,0
OSHEKE01  ,Kevin,O'shea,5,0,5,0,0,5,1,0,0,0,8,7,1,4,3,0,0
OSTERGR01 ,Greg,Ostertag,89,1768,372,302,180,482,31,29,165,68,247,299,139,164,94,0,0
OSTERWA01 ,Wally,Osterkorn,33,908,258,0,0,207,70,0,0,0,97,232,83,157,92,0,0
OTTENDO01 ,Don,Otten,5,0,70,0,0,19,14,0,0,0,22,51,18,42,34,0,0
OUTLABO01 ,Bo,Outlaw,23,417,73,61,27,88,27,11,19,27,57,65,29,42,15,1,0
OWENSBI01 ,Billy,Owens,11,415,169,59,30,89,40,16,5,24,42,141,70,45,29,5,0
OWENSJI01 ,Jim,Owens,8,0,80,0,0,0,19,0,0,0,37,89,26,41,28,0,0
OWENSTO01 ,Tom,Owens,28,751,338,0,0,238,36,0,0,0,102,274,136,96,66,0,0
OWENSTO01 ,Tom,Owens,16,375,159,9,13,82,33,10,10,5,62,127,67,37,25,0,0
OYEDEOL01 ,Olumide,Oyedeji,3,17,9,2,4,6,1,0,0,1,2,5,4,5,1,0,0
PACEJO01  ,Joe,Pace,9,52,25,0,0,20,1,1,6,0,17,10,7,15,11,0,0
PACKRO01  ,Robert,Pack,33,436,170,28,7,35,62,23,7,51,65,154,59,63,46,21,6
PADDIGE01 ,Gerald,Paddio,9,30,14,2,1,3,4,2,1,2,1,14,7,0,0,1,0
PADGESC01 ,Scott,Padgett,27,282,80,36,26,62,15,9,6,18,41,77,31,9,7,34,11
PALAZTO01 ,Togo,Palazzi,23,216,121,0,0,59,12,0,0,0,33,136,48,39,25,0,0
PALMEER01 ,Errol,Palmer,6,75,28,0,0,27,7,0,0,0,17,25,10,10,8,0,0
PALMEWA01 ,Walter,Palmer,2,6,2,1,0,1,0,0,0,1,3,4,1,0,0,0,0
PARGOJA01 ,Jannero,Pargo,16,205,75,10,4,14,24,11,1,15,36,75,26,9,6,47,17
PARISRO01 ,Robert,Parish,184,6177,2820,1134,528,1765,234,138,298,365,617,2239,1132,770,556,1,0
PARKESO01 ,Sonny,Parker,10,120,42,0,0,28,9,0,0,0,9,36,19,4,4,0,0
PARKETO01 ,Tony,Parker,67,2399,1087,151,31,182,295,61,7,171,157,1005,435,244,166,174,51
PARKHBA01 ,Barry,Parkhill,3,9,6,0,0,1,2,0,0,0,0,7,3,0,0,0,0
PARKME01  ,Medford,Park,26,418,129,0,0,74,35,0,0,0,61,121,38,77,53,0,0
PARKSCH01 ,Cherokee,Parks,7,55,12,13,3,16,0,1,2,2,11,17,6,1,0,0,0
PARKSRI01 ,Rich,Parks,5,7,1,0,0,2,0,0,0,0,3,2,0,4,1,0,0
PATRIST01 ,Stan,Patrick,3,0,10,0,0,0,1,0,0,0,2,7,4,3,2,0,0
PATTEAN01 ,Andrae,Patterson,2,7,0,3,1,4,2,0,0,1,1,0,0,0,0,0,0
PATTEGE01 ,George,Patterson,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PATTERU01 ,Ruben,Patterson,18,309,127,23,25,48,14,10,4,22,23,94,44,52,39,7,0
PATTETO01 ,Tommy,Patterson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULKCH01 ,Charlie,Paulk,7,13,6,0,0,5,0,0,0,0,5,10,3,0,0,0,0
PAULTBI01 ,Billy,Paultz,56,2172,950,0,0,682,115,0,0,0,216,733,372,285,206,0,0
PAULTBI01 ,Billy,Paultz,70,1616,515,143,81,380,106,28,53,47,157,505,215,129,85,1,0
PAXSOJI01 ,Jim,Paxson,53,1107,554,53,27,80,100,38,4,56,81,458,212,151,122,30,8
PAXSOJI02 ,Jim,Paxson,7,84,37,0,0,22,8,0,0,0,11,47,12,22,13,0,0
PAXSOJO01 ,John,Paxson,119,2617,748,98,11,109,306,65,3,71,249,620,306,105,91,122,45
PAYNEKE01 ,Kenny,Payne,3,10,6,1,1,2,0,0,0,1,3,5,2,2,2,2,0
PAYNETO01 ,Tom,Payne,1,5,4,0,0,4,0,0,0,0,1,1,1,5,2,0,0
PAYTOGA01 ,Gary,Payton,129,4890,2022,389,142,531,772,193,29,275,376,1819,806,411,290,376,120
PAYTOME01 ,Mel,Payton,5,54,25,0,0,9,1,0,0,0,13,19,8,10,9,0,0
PECKWI01  ,Wiley,Peck,2,9,0,3,0,3,0,0,1,0,1,3,0,0,0,0,0
PEEKRI01  ,Richard,Peek,8,137,43,0,0,42,3,0,0,0,17,37,18,15,7,0,0
PEELEAN01 ,Anthony,Peeler,57,1418,399,138,51,189,102,63,10,61,117,425,150,54,43,170,56
PEEPLGE01 ,George,Peeples,21,545,141,0,0,170,15,0,0,0,41,123,47,70,47,0,0
PELLOSA01 ,Sam,Pellom,5,22,3,0,1,1,1,0,1,0,3,6,1,3,1,0,0
PERDUWI01 ,Will,Perdue,108,1256,367,224,153,377,34,15,42,73,206,264,139,139,88,4,1
PERKIKE01 ,Kendrick,Perkins,6,28,9,3,3,6,0,0,3,3,7,5,4,3,1,0,0
PERKISA01 ,Sam,Perkins,167,4785,1861,681,255,936,246,118,126,207,441,1479,656,506,397,419,152
PERKIWA01 ,Warren,Perkins,2,0,4,0,0,0,0,0,0,0,2,1,1,2,2,0,0
PERRYCU01 ,Curtis,Perry,36,1250,399,0,0,356,63,0,0,0,146,361,167,97,65,0,0
PERRYEL01 ,Elliot,Perry,19,187,91,12,4,16,29,10,0,10,13,73,34,27,21,6,2
PERRYRO01 ,Ron,Perry,17,202,86,0,0,21,18,0,0,0,33,114,34,27,18,0,0
PERRYTI01 ,Tim,Perry,23,302,137,39,23,62,13,8,13,20,44,92,53,52,31,0,0
PERSOCH01 ,Chuck,Person,51,1332,577,161,23,184,86,23,12,60,120,464,208,114,84,197,77
PERSOWE01 ,Wesley,Person,27,783,278,62,25,87,31,14,6,20,36,235,98,39,32,134,50
PETERBO01 ,Bob,Peterson,3,71,24,0,0,16,5,0,0,0,3,15,7,11,10,0,0
PETERED01 ,Ed,Peterson,11,0,44,0,0,0,1,0,0,0,33,43,18,14,8,0,0
PETERJI01 ,Jim,Petersen,46,788,241,134,73,207,37,17,17,33,132,200,97,71,47,0,0
PETERME01 ,Mel,Peterson,18,120,50,0,0,34,4,0,0,0,11,36,21,14,8,0,0
PETERMO01 ,Morris,Peterson,13,264,89,21,5,26,26,11,3,13,27,84,36,14,11,26,6
PETRODR01 ,Drazen,Petrovic,29,609,297,35,16,51,42,12,1,50,68,251,119,69,48,34,11
PETTIBO01 ,Bob,Pettit,88,3545,2240,0,0,1304,241,0,0,0,277,1834,766,915,708,0,0
PETTWJE01 ,Jerry,Pettway,3,62,28,0,0,14,5,0,0,0,5,29,12,5,4,0,0
PHEGLRO01 ,Roger,Phegley,14,49,26,7,1,8,2,2,0,4,7,23,9,6,5,6,3
PHELAJA01 ,Jack,Phelan,3,0,10,0,0,0,3,0,0,0,10,10,4,3,2,0,0
PHILLAN01 ,Andy,Phillip,60,1424,353,0,0,193,232,0,0,0,156,333,110,195,133,0,0
PHILLBO01 ,Bobby,Phills,26,600,178,50,19,69,48,24,3,35,48,178,71,40,24,36,12
PHILLED01 ,Eddie,Phillips,2,12,7,2,3,5,3,0,0,1,2,6,3,4,1,2,0
PHILLGA01 ,Gary,Phillips,17,288,106,0,0,27,21,0,0,0,42,113,36,51,34,0,0
PIATKER01 ,Eric,Piatkowski,9,107,39,10,2,12,3,5,1,1,9,31,10,14,12,18,7
PIATKWA01 ,Walt,Piatkowski,13,251,132,0,0,40,10,0,0,0,41,135,60,15,12,0,0
PIERCPA01 ,Paul,Pierce,37,1556,908,265,51,316,175,66,42,149,120,665,272,373,306,193,58
PIERCRI01 ,Ricky,Pierce,97,2656,1447,132,97,229,187,70,20,154,266,1142,532,404,350,93,33
PINCKED01 ,Ed,Pinckney,30,560,176,72,63,135,11,19,12,21,57,101,62,63,52,1,0
PIONTDA01 ,Dave,Piontek,25,325,104,0,0,70,20,0,0,0,44,113,40,37,24,0,0
PIPPESC01 ,Scottie,Pippen,208,8105,3642,1117,466,1583,1048,395,185,602,686,3009,1335,1067,772,660,200
PITTMCH01 ,Charlie,Pittman,21,336,114,52,31,83,21,5,8,25,41,74,42,46,30,1,0
PLANIZO01 ,Zoran,Planinic,9,18,1,1,0,1,2,0,0,2,2,2,0,2,1,1,0
POLLAJI01 ,Jim,Pollard,62,1724,847,0,0,407,220,0,0,0,174,882,306,310,235,0,0
POLLASC01 ,Scot,Pollard,53,649,172,95,85,180,10,17,26,25,123,136,68,59,36,0,0
POLYNOL01 ,Olden,Polynice,37,770,236,134,87,221,12,15,22,29,112,192,105,46,25,2,1
PONDECL01 ,Cliff,Pondexter,3,12,2,0,0,3,1,0,0,0,0,1,0,2,2,0,0
POPEMA01  ,Mark,Pope,13,88,19,10,7,17,3,3,0,1,14,16,9,1,1,2,0
POQUEBE01 ,Ben,Poquette,4,91,30,10,4,14,1,2,6,4,16,21,13,5,4,0,0
PORTEHO01 ,Howard,Porter,36,663,335,0,0,152,18,0,0,0,59,329,151,39,33,0,0
PORTEKE01 ,Kevin,Porter,33,971,363,0,2,68,191,3,0,4,128,324,150,97,63,1,0
PORTETE01 ,Terry,Porter,124,3939,1828,300,73,373,624,137,14,236,245,1320,620,529,437,406,151
PORTEWI01 ,Willie,Porter,14,167,58,0,0,69,6,0,0,0,43,43,19,29,20,0,0
PORTMBO01 ,Bob,Portman,11,149,59,0,0,30,3,0,0,0,14,61,24,14,11,0,0
POSEYJA01 ,James,Posey,8,230,89,26,9,35,8,11,3,11,27,62,26,34,29,21,8
POTAPVI01 ,Vitaly,Potapenko,9,107,27,12,6,18,3,2,0,6,16,25,11,10,5,0,0
POWELCI01 ,Cincy,Powell,61,2019,1066,0,0,593,123,0,0,0,202,989,412,321,242,0,0
PRESSPA01 ,Paul,Pressey,75,2269,881,203,113,316,420,116,49,207,261,682,321,313,228,45,11
PREVIST01 ,Steve,Previs,2,11,2,0,0,3,3,0,0,0,2,7,1,0,0,0,0
PRICEBR01 ,Brent,Price,9,173,52,13,4,17,20,8,1,12,17,39,17,9,8,27,10
PRICEJI01 ,Jim,Price,23,482,138,0,0,55,62,5,0,0,61,168,59,32,20,0,0
PRICEMA01 ,Mark,Price,47,1691,818,103,21,124,327,64,5,157,81,603,280,214,202,166,56
PRICEMI01 ,Mike,Price,8,26,12,0,0,5,5,0,0,0,11,11,4,6,4,0,0
PRIDDBO01 ,Bob,Priddy,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRINCTA01 ,Tayshaun,Prince,63,2200,705,244,108,352,159,59,53,72,131,634,269,153,118,157,49
PROFILA01 ,Laron,Profit,3,5,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0
PRZYBJO01 ,Joel,Przybilla,5,35,2,8,2,10,1,0,2,1,11,1,1,0,0,0,0
QUICKBO01 ,Bob,Quick,2,9,4,0,0,1,0,0,0,0,1,3,2,2,0,0,0
QUINNBR01 ,Brian,Quinnett,6,52,14,4,5,9,5,1,0,3,4,12,6,0,0,4,2
RACKLLU01 ,Luke,Rackley,11,29,8,0,0,7,1,0,0,0,7,14,2,4,4,0,0
RADJADI01 ,Dino,Radja,4,153,60,24,4,28,9,4,5,9,19,50,20,28,20,0,0
RADMAVL01 ,Vladimir,Radmanovic,11,235,70,29,7,36,8,5,4,11,20,67,27,5,4,34,12
RADOVFR01 ,Frank,Radovich,2,12,4,0,0,3,0,0,0,0,2,6,1,4,2,0,0
RAGELRA01 ,Ray,Ragelis,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
RAIKESH01 ,Sherwin,Raiken,4,19,8,0,0,1,2,0,0,0,3,5,4,1,0,0,0
RAINSED01 ,Ed,Rains,8,41,14,5,4,9,2,1,0,2,5,11,5,9,4,1,0
RAMBIKU01 ,Kurt,Rambis,139,2565,719,528,236,764,119,85,68,141,373,495,284,215,151,1,0
RAMSEFR01 ,Frank,Ramsey,98,2396,1331,0,0,494,151,0,0,0,362,1105,469,476,393,0,0
RANDAMA01 ,Mark,Randall,2,6,0,4,1,5,0,0,1,1,1,1,0,0,0,0,0
RANDOZA01 ,Zachary,Randolph,8,206,97,39,22,61,11,3,2,13,17,61,32,37,33,0,0
RANSEKE01 ,Kelvin,Ransey,14,306,106,17,8,25,64,9,3,22,33,117,45,19,14,5,2
RASMUBL01 ,Blair,Rasmussen,29,632,345,112,68,180,25,10,27,21,84,316,140,81,65,0,0
RATKOGE01 ,George,Ratkovicz,24,59,259,0,0,85,38,0,0,0,94,195,80,148,99,0,0
RATLEED01 ,Ed,Ratleff,8,291,89,0,0,53,35,0,0,0,31,87,36,20,17,0,0
RATLITH01 ,Theo,Ratliff,21,600,189,81,53,134,16,16,52,27,59,148,71,70,47,0,0
RAUTILE01 ,Leo,Rautins,3,5,3,0,2,2,1,1,0,0,2,3,1,0,0,2,1
RAYCL01   ,Clifford,Ray,60,1735,496,0,0,608,125,0,0,0,206,385,207,139,82,0,0
RAYDO01   ,Don,Ray,3,0,18,0,0,0,0,0,0,0,7,13,4,11,10,0,0
RAYJA01   ,Jamesearl,Ray,4,20,3,2,1,3,0,0,2,0,4,6,1,4,1,0,0
RAYMOCR01 ,Craig,Raymond,23,743,336,0,0,280,44,0,0,0,7,270,131,96,74,0,0
REBRAZE01 ,Zeljko,Rebraca,9,98,38,9,6,15,0,1,1,5,23,28,11,21,16,0,0
RECASEL01 ,Eldridge,Recasner,17,227,63,14,3,17,21,4,0,11,16,55,21,14,10,24,11
REDDMI01  ,Michael,Redd,11,320,148,31,15,46,24,2,1,26,31,135,55,35,29,32,9
REDMOMA01 ,Marlon,Redmond,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
REEDHU01  ,Hub,Reed,21,316,107,0,0,103,16,0,0,0,56,106,43,30,21,0,0
REEDJU01  ,Justin,Reed,6,22,7,1,0,1,0,0,0,2,2,6,2,4,3,2,0
REEDWI01  ,Willis,Reed,78,2641,1358,0,0,801,149,0,0,0,275,1203,570,285,218,0,0
REGANRI01 ,Richie,Regan,2,63,24,0,0,9,3,0,0,0,5,26,12,1,0,0,0
REIDDO01  ,Don,Reid,15,113,30,13,10,23,2,2,6,3,34,17,11,15,8,1,0
REIDJR01  ,J.r.,Reid,47,784,249,118,49,167,33,23,21,43,135,197,86,97,77,3,0
REIDRO01  ,Robert,Reid,79,2740,1025,277,105,391,335,106,41,143,277,983,430,217,157,53,8
REINEJA01 ,Jared,Reiner,3,7,0,1,2,3,0,0,0,1,3,1,0,0,0,0,0
REISEJO01 ,Joseph,Reiser,2,0,23,0,0,0,5,0,0,0,11,27,7,11,9,0,0
RESTAKE01 ,Kevin,Restani,9,118,42,10,8,23,4,0,2,3,10,36,19,9,4,1,0
REYNOJE01 ,Jerry,Reynolds,18,97,53,11,5,16,8,9,9,9,12,48,19,23,14,6,1
RHINEKE01 ,Kendall,Rhine,5,62,10,0,0,15,4,0,0,0,16,17,5,7,0,0,0
RHODEGE01 ,Gene,Rhodes,2,51,9,0,0,7,5,0,0,0,5,14,4,4,1,0,0
RHODERO01 ,Rodrick,Rhodes,3,7,6,1,0,1,0,1,0,1,0,3,2,4,2,0,0
RICEGL01  ,Glen,Rice,55,2037,884,211,38,249,101,45,12,89,133,743,322,200,169,196,71
RICHACL01 ,Clint,Richardson,72,1387,418,120,73,193,120,48,14,70,152,357,178,90,62,3,0
RICHAMI01 ,Michealray,Richardson,18,712,282,67,32,99,129,50,4,50,63,280,108,87,60,29,6
RICHAPO01 ,Pooh,Richardson,6,113,21,10,1,11,26,3,0,7,11,19,8,7,4,2,1
RICHAQU01 ,Quentin,Richardson,15,564,179,53,24,77,25,19,3,15,53,154,62,36,23,82,32
RICHMMI01 ,Mitch,Richmond,23,836,449,100,23,123,69,22,7,57,64,359,172,99,86,63,19
RICHTJO01 ,John,Richter,8,95,35,0,0,29,2,0,0,0,18,38,15,14,5,0,0
RICKEDI01 ,Dick,Ricketts,2,31,15,0,0,10,2,0,0,0,9,15,5,5,5,0,0
RIDERIS01 ,Isaiah,Rider,21,753,344,53,25,78,65,19,0,61,52,273,114,114,98,53,18
RIDNOLU01 ,Luke,Ridnour,11,378,107,26,10,36,47,13,8,18,23,107,42,20,19,17,4
RIKERTO01 ,Tom,Riker,1,8,2,0,0,2,1,0,0,0,1,2,1,0,0,0,0
RILEYPA01 ,Pat,Riley,44,641,251,0,0,66,52,0,0,0,86,297,111,38,29,0,0
RILEYRO01 ,Ron,Riley,8,152,56,0,0,36,15,0,0,0,18,42,25,16,6,0,0
RINALRI01 ,Rich,Rinaldi,3,6,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0
RIORDMI01 ,Mike,Riordan,84,1648,613,0,0,199,111,0,0,0,203,567,253,138,107,0,0
RISENAR01 ,Arnie,Risen,57,1023,724,0,0,561,76,0,0,0,239,631,241,357,242,0,0
RITTEGO01 ,Goebel,Ritter,8,0,48,0,0,2,8,0,0,0,27,38,11,29,26,0,0
RIVERDA01 ,David,Rivers,6,33,15,3,1,4,6,0,0,4,6,12,4,8,7,2,0
RIVERDO01 ,Doc,Rivers,42,1156,427,89,19,108,146,54,12,56,117,324,141,137,111,98,34
ROBERAL01 ,Alvin,Robertson,13,490,262,42,27,69,81,36,2,39,53,198,102,69,52,17,6
ROBERAN01 ,Anthony,Roberts,16,480,245,0,0,121,36,13,7,0,66,232,99,61,47,0,0
ROBERFR01 ,Fred,Roberts,67,1063,407,84,56,140,57,23,12,63,131,299,148,144,111,5,0
ROBERJO01 ,Joe,Roberts,5,63,12,0,0,15,1,0,0,0,13,15,5,6,2,0,0
ROBERJO01 ,Joe,Roberts,9,84,32,0,0,32,0,0,0,0,12,32,11,14,10,0,0
ROBERMA01 ,Marv,Roberts,24,422,217,0,0,84,31,0,0,0,45,178,86,57,45,0,0
ROBEROS01 ,Oscar,Robertson,86,3673,1910,0,0,578,769,0,0,0,267,1466,675,655,560,0,0
ROBERRI01 ,Rick,Roberson,18,154,46,0,0,42,4,0,0,0,27,47,18,17,10,0,0
ROBERST01 ,Stanley,Roberts,9,177,59,28,18,46,1,3,7,11,29,57,26,22,7,1,0
ROBERTO01 ,Tony,Robertson,2,12,5,0,0,0,0,0,0,0,3,6,2,2,1,0,0
ROBEYRI01 ,Rick,Robey,53,610,216,84,55,139,29,13,11,44,107,194,87,78,42,3,0
ROBINCL01 ,Cliff,Robinson,17,462,250,81,41,122,28,20,13,28,54,220,104,66,42,0,0
ROBINCL02 ,Clifford,Robinson,129,3668,1414,345,183,528,245,131,129,219,467,1327,525,453,284,271,80
ROBINDA01 ,David,Robinson,123,4221,2222,934,367,1301,280,151,312,280,423,1604,768,966,684,15,2
ROBINED01 ,Eddie,Robinson,14,237,81,26,10,36,13,6,5,6,14,72,36,8,8,3,1
ROBINFL01 ,Flynn,Robinson,27,626,328,0,0,54,76,0,0,0,57,318,129,88,70,0,0
